manufacturer_sku,ean13,weight,length,width,height,prop_65,cost_price,min_price,made_to_order,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,product__arm_height,product__assembly_required,attrib__back_material,attrib__blade_finish,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__designer_id,attrib__designer,attrib__distressed_finish,attrib__fill,attrib__finish,attrib__frame_color,attrib__hardwire,attrib__kit,attrib__leg_color,attrib__leg_finish,attrib__material,attrib__number_bulbs,attrib__orientation,attrib__outdoor_safe,pile_height,attrib__seat_depth,attrib__seat_height,attrib__seat_width,attrib__shade,attrib__size,attrib__switch_type,attrib__ul_certified,attrib__warranty_years,attrib__wattage,attrib__weave,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,product_styles
51-1236,084-355801886-4,1.00,7.00,5.00,4.30,True,76.50,102.00,False,Decorative Accessory,Sterling,A-Set/3 Jax,,,,,,,,,,3,CHN,O-100045,,,,,,,,,,,False,,"Antique White, Restoration Black, Rust",,,,,,Metal,,,False,,,,,,,,False,,,,,12.00,13.00,7.00,6.00,,,,,,,,,Transitional
51-0206,084-355801996-0,1.00,5.30,5.30,7.30,True,37.50,50.00,False,Decorative Accessory,Sterling,A-Utensil Holder,,,,,,,,,,1,CHN,O-100046,,,,,,,,,,,False,,"Clear, Silver",,,,,,"Glass, Metal",,,False,,,,,,,,False,,,,,2.00,9.00,8.00,8.00,,,,,,,,,Transitional
7011-1182,084-355815648-1,5.60,2.00,19.18,25.18,True,142.50,190.00,False,Wall Decor,Sterling,Abandoned Silo,Made from mahogany and hand stretched canvas. Handpainted. Gloss white finished frame.,Hand Painted,Hand Stretched Canvas,Mahogany Frame,,,,,,1,IDN,O-100047,,,,,,,,,,,False,,Gloss White,,,,,,"Mahogany, Hand Stretched Canvas",,,False,,,,,,,,False,,,,,6.61,19.00,26.00,3.00,,,,,,,,,Traditional
55-213,084-355802778-1,17.00,1.00,40.00,40.00,True,267.00,356.00,False,Wall Decor,Sterling,Abberley Mirror Frame-Js,,,,,,,,,,1,CHN,O-100048,,,,,,,,,,,False,,Antique,,,,,,"Metal, Mirror",,,False,,,,,,,,False,,,,,20.00,45.00,2.00,45.00,,,,,,,,,Transitional
D2458-HUE-B,083-033502608-2,3.00,16.00,16.00,30.00,True,241.50,322.00,False,Indoor Lighting,Dimond Lighting,Abbey Lane Ceramic Table Lamp In Off White - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,CHN,O-100049,,,,,Yes,A19 LED,White,66,,Philips Friends of Hue,False,,Off-White,,False,False,,,"Ceramic, Acrylic",1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,4.00,17.00,27.00,17.00,,,,,,,,,Traditional
D2458-HUE-D,083-033502778-2,3.00,16.00,16.00,30.00,True,201.00,268.00,False,Indoor Lighting,Dimond Lighting,Abbey Lane Ceramic Table Lamp In Off White - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,CHN,O-100049,,,,,Yes,A19 LED,White,66,,Philips Friends of Hue,False,,Off-White,,False,False,,,"Ceramic, Acrylic",1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,4.00,17.00,27.00,17.00,,,,,,,,,Traditional
D2458-LED,074-811906324-9,3.00,16.00,16.00,30.00,True,148.50,198.00,False,Indoor Lighting,Dimond Lighting,Abbey Lane Ceramic Led Table Lamp In Off White,"The Abbey Lane Lamp was inspired by the gracefully lobed shape of a summer gourd. Done in White, Grey-Blue, or Pastel Pink ceramic, with a slender, elongated neck. A clear acrylic base and finial catch and preserve light, keeping the look contemporary. Soothing White Linen shade.",Excellent Design Range.,,,,,,,,1,CHN,O-100049,,,,,Yes,A21 LED 3-Way,,66,,,False,,Off-White,,False,False,,,"Acrylic, Ceramic",1,,False,,,,,White Linen Hardback Shade,,3-Way,True,,9.5,,,4.00,17.00,27.00,17.00,,,,,,,,,Traditional
D2459-HUE-B,083-033502609-9,14.00,16.00,16.00,30.00,True,241.50,322.00,False,Indoor Lighting,Dimond Lighting,Abbey Lane Ceramic Table Lamp In Pastel Pink - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,CHN,O-100049,,,,,Yes,A19 LED,Pink,66,,Philips Friends of Hue,False,,Pastel Pink,,False,False,,,"Ceramic, Acrylic",1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,17.00,17.00,27.00,17.00,,,,,,,,,Traditional
D2459-HUE-D,083-033502785-0,14.00,16.00,16.00,30.00,True,201.00,268.00,False,Indoor Lighting,Dimond Lighting,Abbey Lane Ceramic Table Lamp In Pastel Pink - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,CHN,O-100049,,,,,Yes,A19 LED,Pink,66,,Philips Friends of Hue,False,,Pastel Pink,,False,False,,,"Acrylic, Ceramic",1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,17.00,17.00,27.00,17.00,,,,,,,,,Traditional
D2459-LED,074-811906325-6,14.00,16.00,16.00,30.00,True,148.50,198.00,False,Indoor Lighting,Dimond Lighting,Abbey Lane Ceramic Led Table Lamp In Pastel Pink,"The Abbey Lane Lamp was inspired by the gracefully lobed shape of a summer gourd. Done in White, Grey-Blue, or Pastel Pink ceramic, with a slender, elongated neck. A clear acrylic base and finial catch and preserve light, keeping the look contemporary. Soothing White Linen shade.",Excellent Design Range.,,,,,,,,1,CHN,O-100049,,,,,Yes,A21 LED 3-Way,,66,,,False,,Pastel Pink,,False,False,,,"Acrylic, Ceramic",1,,False,,,,,White Linen Hardback Shade,,3-Way,True,,9.5,,,17.00,17.00,27.00,17.00,,,,,,,,,Traditional
D2460,074-811906169-6,14.00,16.00,16.00,30.00,True,133.50,178.00,False,Indoor Lighting,Dimond Lighting,Abbey Lane Ceramic Led Table Lamp In Grey Blue,,,,,,,,,,1,CHN,O-100049,,,,,No,A21 3-Way,,66,,,False,,Pastel Blue,,False,False,,,"Acrylic, Ceramic",1,,False,,,,,White Linen Hardback Shade,,3-Way,True,,150,,,17.00,17.00,27.00,17.00,,,,,,,,,Traditional
D2460-HUE-B,083-033502610-5,14.00,16.00,16.00,30.00,True,241.50,322.00,False,Indoor Lighting,Dimond Lighting,Abbey Lane Ceramic Table Lamp In Pastel Blue - With Philips Hue Led Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,CHN,O-100049,,,,,Yes,A19 LED,Blue,66,,Philips Friends of Hue,False,,Pastel Blue,,False,False,,,"Acrylic, Ceramic",1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,17.00,17.00,27.00,17.00,,,,,,,,,Traditional
D2460-HUE-D,083-033502786-7,14.00,16.00,16.00,30.00,True,201.00,268.00,False,Indoor Lighting,Dimond Lighting,Abbey Lane Ceramic Table Lamp In Pastel Blue - With Philips Hue Led Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,CHN,O-100049,,,,,Yes,A19 LED,Blue,66,,Philips Friends of Hue,False,,Pastel Blue,,False,False,,,"Acrylic, Ceramic",1,,False,,,,,White Linen Hardback Shade,,Hue,True,,60,,,17.00,17.00,27.00,17.00,,,,,,,,,Traditional
D2460-LED,074-811906326-3,14.00,16.00,16.00,30.00,True,148.50,198.00,False,Indoor Lighting,Dimond Lighting,Abbey Lane Ceramic Led Table Lamp In Grey Blue,"The Abbey Lane Lamp was inspired by the gracefully lobed shape of a summer gourd. Done in White, Grey-Blue, or Pastel Pink ceramic, with a slender, elongated neck. A clear acrylic base and finial catch and preserve light, keeping the look contemporary. Soothing White Linen shade.",Excellent Design Range.,,,,,,,,1,CHN,O-100049,,,,,Yes,A21 LED 3-Way,,66,,,False,,Pastel Blue,,False,False,,,"Acrylic, Ceramic",1,,False,,,,,White Linen Hardback Shade,,3-Way,True,,9.5,,,17.00,17.00,27.00,17.00,,,,,,,,,Traditional
8903-042/S2,080-434319150-6,,4.00,4.00,10.00,True,88.50,118.00,False,Decorative Accessory,Sterling,Abilene Natural Horn Bookends - Set Of 2,"Potency. Domination. Sheer Beauty. Nothing says “moxy” like a battle-scarred natural steer horn. Introducing our Abilene Set of 2 Bookends: Showcases a distinctive Grey and Black color story, authentic Milky White charge marks enhanced by a generous layer of polish, and chic, Raw Nickel-finished metal brackets. Perfect to bring swagger to any executive or residential space.",,,,,,,,,2,IND,O-100050,,,,,,,,,,,False,,"Natural, Nickel",,,,,,Composite,,,False,,,,,,,,False,,,,,1.70,17.00,7.70,5.80,,,,,,,,,Traditional
8903-045,080-434319152-0,,4.00,20.00,14.00,True,127.50,170.00,False,Decorative Accessory,Sterling,Abilene Natural Horn Stand,"Potency. Domination. Sheer Beauty. Nothing says “moxy” like a battle-scarred natural steer horn. Introducing our Abilene Double-Horn Stand: Whose formidable contours, authentic striations, and naturally beautiful Umber and Black pigments are fully enhanced by a discreet layer of varnish and a stylish hammered metal band. Perfect to bring swagger to any executive or residential space. Distinctive Black stand.",,,,,,,,,1,IND,O-100050,,,,,,,,,,,False,,Natural,,,,,,"Composite, Metal",,,False,,,,,,,,False,,,,,2.30,19.00,23.00,5.80,,,,,,,,,Traditional
8903-038,080-434319149-0,,4.00,4.00,22.00,True,148.50,198.00,False,Decorative Accessory,Sterling,Abilene Natural Steer Horn,Potency. Domination. Sheer Beauty. Nothing says “moxy” like a battle-scarred natural steer horn. Introducing our Abilene Set of 2 Decorative Horns: Featuring a distinctive Grey and Black color story and authentic Milky White charge marks enhanced by a generous layer of polish. Perfect to bring swagger to any executive or residential space. Stylish Raw Nickel stand.,,,,,,,,,2,IND,O-100051,,,,,,,,,,,False,,"Natural, Nickel",,,,,,Composite,,,False,,,,,,,,False,,,,,2.70,25.50,4.60,9.50,,,,,,,,,Traditional
D3524,074-811911809-3,5.73,16.00,16.00,34.00,True,229.00,412.20,False,Indoor Lighting,Dimond Lighting,About The Base Table Lamp,,,,,,,,,,1,CHN,O-100052,,,,,No,A21 3-Way,,,,,False,,Cafe Bronze,,False,,,,Metal,1,,False,,,,,,,3-Way,True,,100,,,10.56,29.50,26.00,12.50,,,,,,,,,Transitional
1219-022,081-800804222-5,9.40,1.38,23.62,35.43,True,111.00,148.00,False,Wall Decor,Sterling,Above The Firmament Wall Decor,,Can Be Hung Vertically And Horizontally,Hand Painted,Coastal Flair,,,,,,1,CHN,O-100053,,,,,,,Blue,,,,False,,"Blue, Green, Gold",,,,,,"Fabric, Glass, Wood",,,False,,,,,,,,False,,,,,11.00,40.00,28.00,3.00,,,,,,,,,Transitional
1617001S,080-434319802-4,,2.00,12.00,48.00,True,253.50,338.00,False,Wall Decor,Guildmaster,Abstract In Three - Handpainted Art On Canvas,Handpainted abstract landscape on set of three canvas. Gloss Black mahogany frames.,,,,,,,,,1,IDN,O-100054,,,,,,,,,,,False,,"Gloss Black, Hand-Painted Art",,,,,,"Canvas, Wood",,,False,,,,,,,,False,,,,,,38.36,49.18,2.00,,,,,,,,,Modern / Contemporary
7011-067,081-800802462-7,6.00,1.00,28.30,20.30,True,124.50,166.00,False,Wall Decor,Dimond Home,Abstract Eye,"If the definition of Abstract Art is “one visual language” and the definition of Surrealist Art is “the resolution of the previously contradictory conditions of dream and reality,” then our Abstract Eye Wall Decor fits both narratives. Like a cheerful beach viewed through an apocalyptic lens, provocative scrawls of emotion and color seem ready to burst through the canvas from the other side. This is the centerpiece for your next engaging dinner party. White paper background; Striking Grey frame with glass.",,,,,,,,,1,IDN,O-100055,,,,,,,,,,,False,,Grey Wash,,,,,,"Solid Wood, Paper, Glass",,,False,,,,,,,,False,,,,,8.00,32.30,22.90,4.20,,,,,,,,,Modern / Contemporary
7011-1271,081-800803866-2,11.10,4.00,31.00,41.00,True,268.50,358.00,False,Wall Decor,Dimond Home,Abstract Figure,Made from mahogany and hand stretched canvas. Handpainted.,Hand Painted,Hand Stretched Canvas,Mahogany Frame,,,,,,1,IDN,O-100055,,,,,,,,,,,False,,Gloss Black,,,,,,"Mahogany, Hand Stretched Canvas",,,False,,,,,,,,False,,,,,14.00,33.00,44.00,8.00,,,,,,,,,Modern / Contemporary
D2680,074-811907358-3,5.30,13.00,21.00,62.00,True,466.50,622.00,False,Indoor Lighting,Dimond Lighting,Abstract Formed Metal Work Floor Lamp In Polished Nickel,,,,,,,,,,1,IND,O-100056,,,,,No,A21 3-Way,,,,,False,,Polished Nickel,,False,False,,,Metal,1,,False,,,,,Grey Faux Silk Hardback Shade With Silver Foil Liner,,3-Way,True,,150,,,6.00,59.00,13.00,22.00,,,,,,,,,Modern / Contemporary
D2679,074-811907357-6,4.00,10.00,19.00,31.00,True,327.00,436.00,False,Indoor Lighting,Dimond Lighting,Abstract Formed Metal Work Table Lamp In Polished Nickel,,,,,,,,,,1,IND,O-100056,,,,,No,A21 3-Way,,,,,False,,Polished Nickel,,False,False,,,Metal,1,,False,,,,,Grey Faux Silk Hardback Shade With Silver Foil Liner,,3-Way,True,,150,,,6.00,28.00,17.00,20.00,,,,,,,,,Modern / Contemporary
7011-1245,081-800803840-2,13.00,4.00,23.00,23.00,True,163.50,218.00,False,Wall Decor,Dimond Home,Abstract I,Made from mahogany and hand stretched canvas. Handpainted.,Hand Painted,Hand Stretched Canvas,Mahogany Frame,,,,,,1,IDN,O-100057,,,,,,,,,,,False,,Gloss Black,,,,,,"Mahogany, Hand Stretched Canvas",,,False,,,,,,,,False,,,,,15.43,27.00,28.00,4.00,,,,,,,,,Transitional
7162-046,081-800803024-6,41.58,32.00,32.00,16.00,True,436.50,582.00,False,Furniture,Dimond Home,Abstract Priyo Accent Table,,,,,,,,,,1,IDN,O-100058,,,,,,,,,,,False,,"Natural, Stainless Steel",,,,,,"Recycled Wood, Stainless Steel",,,False,,,,,,,,False,,,,,44.88,32.68,17.72,32.68,,,,,,,,,Transitional
138-024,084-355808258-2,1.80,3.00,24.00,24.00,True,75.00,100.00,False,Wall Decor,Sterling,Abstract Starburst Wall Decor,Each starburst is formed from hand spun metal and hand painted in gold leaf and rubbed with antique. This starburst wall decor can be arranged in a collage to set the tone in a room. Each piece is hand painted in gold leaf and rubbed with antique wash.,,,,,,,,,1,CHN,O-100059,,,,,,,,,,,False,,"Champagne Antique, Gold Paint",,,,,,Metal,,,False,,,,,,,,False,,,,,3.00,26.80,25.80,17.30,,,,,,,,,Transitional
1617013S,080-434319807-9,,2.00,6.00,50.00,True,238.50,318.00,False,Wall Decor,Guildmaster,Abstract Sunsets - Handpainted Art On Canvas,Handpainted Abstract Sunsets on set of three irregular gallery wrapped canvas.,,,,,,,,,1,IDN,O-100060,,,,,,,,,,,False,,Hand-Painted Art,,,,,,"Canvas, Wood",,,False,,,,,,,,False,,,,,,20.04,51.18,2.00,,,,,,,,,Modern / Contemporary
1617014,080-434319716-4,,2.00,48.00,71.00,True,418.50,558.00,False,Wall Decor,Guildmaster,Abstract Waterfall - Handpainted Art On Canvas,Handpainted abstract landscape on canvas. Gold Leaf Finish on mahogany frame.,,,,,,,,,1,IDN,O-100060,,,,,,,,,,,False,,Hand-Painted Art,,,,,,"Canvas, Metal, Wood",,,False,,,,,,,,False,,,,,,49.18,72.18,2.00,,,,,,,,,Modern / Contemporary
D3033,074-811910652-6,7.00,19.00,19.00,63.00,True,145.00,261.00,False,Indoor Lighting,Dimond Lighting,Academy Floor Lamp,,Handcrafted,,,,,,,,1,CHN,O-100061,,,,,No,A21 3-Way,,,,,False,,"Polished Chrome, Satin Nickel",,False,False,,,"Linen, Metal",1,,False,,,,,Pure White Linen Fabric Shade,,3-Way,True,,150,,,9.00,20.00,15.00,20.00,,,,,,,,,Modern / Contemporary
D3033-HUE-B,083-033502765-2,7.00,19.00,19.00,63.00,True,217.00,390.60,False,Indoor Lighting,Dimond Lighting,Academy Floor Lamp - With Philips Hue Led Bulb/Bridge,Handcrafted. Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,,O-100061,,,,,Yes,A19 LED,Silver,,,Philips Friends of Hue,False,,"Polished Chrome, Satin Nickel",,False,False,,,"Linen, Metal",1,,False,,,,,Pure White Linen Fabric Shade,,Hue,True,,60,,,9.00,20.00,15.00,20.00,,,,,,,,,Modern / Contemporary
D3033-HUE-D,083-033503102-4,7.00,19.00,19.00,63.00,True,190.00,342.00,False,Indoor Lighting,Dimond Lighting,Academy Floor Lamp - With Philips Hue Led Bulb/Dimmer,Handcrafted. Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Dimmer Switch Included.,,,,,,,1,,O-100061,,,,,Yes,A19 LED,Silver,,,Philips Friends of Hue,False,,"Polished Chrome, Satin Nickel",,False,False,,,"Linen, Metal",1,,False,,,,,Pure White Linen Fabric Shade,,Hue,True,,60,,,9.00,20.00,15.00,20.00,,,,,,,,,Modern / Contemporary
D3032,074-811910651-9,6.00,16.00,16.00,32.00,True,93.00,167.40,False,Indoor Lighting,Dimond Lighting,Academy Table Lamp,,Handcrafted,,,,,,,,1,CHN,O-100061,,,,,No,A21 3-Way,,,,,False,,"Polished Chrome, Satin Nickel",,False,False,,,"Linen, Metal",1,,False,,,,,Pure White Linen Fabric Shade,,3-Way,True,,150,,,8.00,17.00,14.00,17.00,,,,,,,,,Modern / Contemporary
D3032-HUE-B,083-033502764-5,6.00,16.00,16.00,32.00,True,165.00,297.00,False,Indoor Lighting,Dimond Lighting,Academy Table Lamp - With Philips Hue Led Bulb/Bridge,Handcrafted. Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 Led 60W-Eqv Dimmable Smart Wireless Bulb(S) Included.,Philips Hue Bridge Included.,,,,,,,1,,O-100061,,,,,Yes,A19 LED,Silver,,,Philips Friends of Hue,False,,"Polished Chrome, Satin Nickel",,False,False,,,"Linen, Metal",1,,False,,,,,Pure White Linen Fabric Shade,,Hue,True,,60,,,8.00,17.00,14.00,17.00,,,,,,,,,Modern / Contemporary
